Randomizer Version: 4.6.1
Random Seed: 38577501505239
Settings String: 322IygEAnj8AP8AAgERAAKkJAjECQAACQA9AQABoAAAAAAAAgCIxsEywVoICTIJCQDGUwEAElBva2Vtb24gT21lZ2EgUnViee7Lak7jwziK

--Move Updates--
Made Tackle have 40 power
Made Thunder Wave have 90% accuracy
Made Recover have 5 PP
Made Soft-Boiled have 5 PP
Made Leech Life have 80 power and 10 PP
Made Rest have 5 PP
Made Swagger have 85% accuracy
Made Milk Drink have 5 PP
Made Rapid Spin have 50 power
Made Luster Purge have 95 power
Made Mist Ball have 95 power
Made Slack Off have 5 PP
Made Roost have 5 PP
Made Sucker Punch have 70 power
Made Dark Void have 50% accuracy
Made Flying Press have 100 power
Made Fell Stinger have 50 power
Made Parabolic Charge have 65 power
Made Water Shuriken a Special move
Made Mystical Fire have 75 power

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM
 98 Krabby           |     - |Sky Attack |          - |          - |Autotomize |         - |Celebrate |Sing |          - |    - |           - |Lucky Chant |        - |Water Sport |Focus Blast |     - |          - |Work Up |      - |Nightmare |Grass Pledge |Uproar |    - |   - |Bubble Beam |         - |          - |Recover |           - |        - |    - |Sheer Cold |Mega Punch |         - |Punishment |Trick |Low Kick |Fury Swipes |         - |Howl |Sky Uppercut |Power-Up Punch |          - |        - |Iron Head |Bite |     - |     - |   - |Dream Eater |Razor Leaf |Supersonic |Fake Out |        - |           - |Flatter |     - |Rain Dance |      - |Electric Terrain |Charm |      - |Assurance |
 99 Kingler          |     - |         - |          - |          - |         - |Baton Pass |        - |   - |          - |Thief |           - |          - |Foul Play |          - |Focus Blast |Sludge |          - |Work Up |Refresh |Nightmare |           - |Uproar |Mimic |   - |Bubble Beam |         - |          - |Recover |           - |Knock Off |Swift |Sheer Cold |Mega Punch |         - |         - |    - |Low Kick |Fury Swipes |         - |   - |Sky Uppercut |             - |Karate Chop |Stockpile |Iron Head |   - |Nuzzle |     - |   - |          - |Razor Leaf |Supersonic |       - |        - |           - |      - |Spikes |Rain Dance |      - |               - |    - |      - |Assurance |
100 Voltorb          |     - |Sky Attack |          - |Sacred Fire |Autotomize |Baton Pass |Celebrate |   - |          - |    - |Synchronoise |Lucky Chant |Foul Play |          - |          - |     - |          - |      - |      - |Nightmare |Grass Pledge |Uproar |    - |   - |Bubble Beam |Ion Deluge |Shadow Ball |Recover |           - |        - |    - |         - |         - |         - |Punishment |    - |Low Kick |          - |Pain Split |   - |           - |             - |Karate Chop |Stockpile |Iron Head |Bite |Nuzzle |Thrash |   - |          - |         - |         - |       - |Magnitude |           - |      - |     - |Rain Dance |Chatter |Electric Terrain |    - |Revenge |        - |
101 Electrode        |     - |         - |          - |Sacred Fire |         - |         - |        - |Sing |Lunar Dance |    - |Synchronoise |Lucky Chant |Foul Play |Water Sport |          - |Sludge |          - |      - |Refresh |        - |           - |     - |Mimic |   - |          - |Ion Deluge |Shadow Ball |      - |           - |Knock Off |Swift |Sheer Cold |Mega Punch |         - |Punishment |Trick |       - |          - |         - |Howl |Sky Uppercut |             - |Karate Chop |Stockpile |Iron Head |   - |     - |     - |Gust |Dream Eater |Razor Leaf |Supersonic |       - |Magnitude |           - |      - |     - |Rain Dance |      - |Electric Terrain |    - |      - |        - |
102 Exeggcute        |     - |Sky Attack |Earth Power |Sacred Fire |         - |Baton Pass |        - |Sing |          - |    - |           - |Lucky Chant |        - |          - |          - |Sludge |Power Trick |Work Up |      - |        - |Grass Pledge |     - |    - |Smog |          - |Ion Deluge |Shadow Ball |Recover |           - |        - |    - |Sheer Cold |Mega Punch |Rock Slide |Punishment |Trick |Low Kick |Fury Swipes |Pain Split |Howl |           - |Power-Up Punch |Karate Chop |Stockpile |Iron Head |Bite |Nuzzle |     - |   - |          - |Razor Leaf |         - |       - |        - |Parting Shot |Flatter |Spikes |         - |Chatter |               - |Charm |      - |Assurance |
103 Exeggutor        |Sketch |         - |          - |          - |         - |         - |Celebrate |Sing |          - |Thief |           - |          - |Foul Play |Water Sport |          - |Sludge |          - |Work Up |      - |        - |Grass Pledge |Uproar |Mimic |   - |          - |         - |Shadow Ball |      - |Final Gambit |Knock Off |    - |         - |Mega Punch |Rock Slide |         - |    - |       - |          - |Pain Split |   - |Sky Uppercut |Power-Up Punch |Karate Chop |Stockpile |        - |Bite |     - |Thrash |Gust |          - |Razor Leaf |         - |       - |Magnitude |Parting Shot |Flatter |Spikes |Rain Dance |      - |               - |    - |Revenge |Assurance |
104 Cubone           |     - |Sky Attack |          - |Sacred Fire |Autotomize |         - |Celebrate |Sing |          - |    - |Synchronoise |          - |Foul Play |          - |Focus Blast |     - |          - |Work Up |Refresh |        - |Grass Pledge |     - |    - |Smog |Bubble Beam |         - |          - |Recover |           - |        - |Swift |         - |         - |         - |         - |    - |       - |          - |Pain Split |Howl |           - |Power-Up Punch |          - |        - |Iron Head |Bite |     - |Thrash |   - |Dream Eater |Razor Leaf |Supersonic |       - |        - |Parting Shot |      - |     - |Rain Dance |Chatter |               - |Charm |Revenge |        - |
105 Marowak          |     - |Sky Attack |          - |Sacred Fire |         - |Baton Pass |Celebrate |Sing |          - |Thief |           - |          - |        - |          - |          - |     - |          - |      - |      - |Nightmare |Grass Pledge |Uproar |    - |   - |Bubble Beam |         - |          - |      - |           - |        - |Swift |         - |         - |         - |         - |Trick |Low Kick |Fury Swipes |         - |   - |Sky Uppercut |             - |          - |        - |Iron Head |   - |Nuzzle |Thrash |Gust |          - |         - |         - |       - |Magnitude |Parting Shot |Flatter |     - |         - |      - |Electric Terrain |    - |      - |Assurance |
106 Hitmonlee        |Sketch |         - |Earth Power |          - |         - |         - |Celebrate |   - |Lunar Dance |    - |Synchronoise |          - |Foul Play |          - |          - |     - |          - |Work Up |      - |Nightmare |           - |     - |Mimic |   - |Bubble Beam |         - |          - |      - |Final Gambit |        - |    - |         - |         - |         - |         - |    - |       - |Fury Swipes |Pain Split |Howl |           - |             - |          - |        - |Iron Head |   - |     - |Thrash |   - |Dream Eater |         - |Supersonic |Fake Out |Magnitude |Parting Shot |      - |     - |Rain Dance |Chatter |               - |Charm |      - |Assurance |
107 Hitmonchan       |Sketch |         - |          - |Sacred Fire |Autotomize |Baton Pass |Celebrate |   - |          - |    - |Synchronoise |          - |Foul Play |          - |Focus Blast |     - |          - |Work Up |Refresh |        - |           - |Uproar |Mimic |   - |Bubble Beam |         - |Shadow Ball |Recover |Final Gambit |        - |    - |         - |Mega Punch |Rock Slide |         - |    - |       - |          - |Pain Split |Howl |           - |Power-Up Punch |          - |        - |Iron Head |   - |     - |     - |Gust |Dream Eater |Razor Leaf |         - |Fake Out |Magnitude |           - |Flatter |Spikes |Rain Dance |Chatter |               - |    - |      - |        - |
108 Lickitung        |     - |Sky Attack |Earth Power |Sacred Fire |         - |         - |        - |Sing |Lunar Dance |Thief |Synchronoise |Lucky Chant |Foul Play |Water Sport |          - |     - |Power Trick |      - |      - |Nightmare |           - |Uproar |Mimic |Smog |          - |Ion Deluge |Shadow Ball |Recover |Final Gambit |Knock Off |    - |         - |Mega Punch |         - |         - |Trick |Low Kick |          - |         - |Howl |Sky Uppercut |             - |          - |Stockpile |Iron Head |   - |Nuzzle |Thrash |   - |          - |Razor Leaf |Supersonic |Fake Out |Magnitude |Parting Shot |      - |Spikes |         - |Chatter |               - |Charm |Revenge |        - |
109 Koffing          |Sketch |Sky Attack |Earth Power |Sacred Fire |         - |Baton Pass |        - |   - |          - |Thief |Synchronoise |Lucky Chant |        - |Water Sport |          - |     - |Power Trick |Work Up |      - |Nightmare |Grass Pledge |     - |    - |Smog |          - |Ion Deluge |Shadow Ball |Recover |Final Gambit |        - |    - |         - |         - |Rock Slide |         - |Trick |       - |          - |Pain Split |   - |Sky Uppercut |             - |Karate Chop |        - |        - |Bite |Nuzzle |Thrash |   - |Dream Eater |         - |Supersonic |Fake Out |Magnitude |Parting Shot |      - |     - |         - |      - |               - |Charm |Revenge |Assurance |
110 Weezing          |     - |Sky Attack |Earth Power |Sacred Fire |Autotomize |Baton Pass |Celebrate |Sing |Lunar Dance |Thief |Synchronoise |Lucky Chant |Foul Play |          - |          - |Sludge |          - |      - |Refresh |        - |           - |     - |    - |   - |          - |         - |Shadow Ball |Recover |           - |        - |Swift |         - |Mega Punch |         - |         - |Trick |       - |Fury Swipes |         - |   - |           - |Power-Up Punch |          - |Stockpile |Iron Head |Bite |Nuzzle |     - |   - |          - |Razor Leaf |         - |       - |Magnitude |           - |Flatter |Spikes |         - |Chatter |Electric Terrain |    - |      - |        - |
111 Rhyhorn          |Sketch |         - |          - |          - |         - |         - |Celebrate |   - |          - |Thief |           - |          - |        - |          - |Focus Blast |Sludge |Power Trick |Work Up |      - |Nightmare |           - |     - |Mimic |   - |Bubble Beam |Ion Deluge |Shadow Ball |      - |Final Gambit |        - |Swift |Sheer Cold |Mega Punch |Rock Slide |Punishment |    - |       - |          - |         - |Howl |Sky Uppercut |             - |Karate Chop |        - |Iron Head |Bite |     - |Thrash |Gust |          - |Razor Leaf |Supersonic |Fake Out |Magnitude |Parting Shot |      - |     - |Rain Dance |      - |               - |Charm |Revenge |Assurance |
112 Rhydon           |     - |Sky Attack |          - |          - |         - |Baton Pass |Celebrate |   - |          - |    - |           - |          - |        - |          - |Focus Blast |Sludge |          - |Work Up |Refresh |Nightmare |Grass Pledge |     - |Mimic |   - |          - |         - |          - |Recover |           - |        - |    - |         - |Mega Punch |Rock Slide |Punishment |Trick |       - |          - |Pain Split |   - |Sky Uppercut |             - |Karate Chop |        - |Iron Head |   - |Nuzzle |     - |   - |          - |Razor Leaf |Supersonic |Fake Out |        - |           - |      - |     - |         - |Chatter |               - |Charm |Revenge |Assurance |
113 Chansey          |     - |         - |Earth Power |          - |Autotomize |Baton Pass |Celebrate |Sing |          - |    - |           - |          - |        - |          - |Focus Blast |Sludge |Power Trick |      - |      - |Nightmare |Grass Pledge |     - |    - |   - |Bubble Beam |Ion Deluge |          - |Recover |           - |        - |Swift |         - |         - |Rock Slide |Punishment |    - |       - |          - |         - |Howl |Sky Uppercut |             - |          - |        - |Iron Head |Bite |     - |     - |   - |Dream Eater |Razor Leaf |Supersonic |Fake Out |        - |Parting Shot |      - |Spikes |Rain Dance |Chatter |Electric Terrain |Charm |      - |Assurance |
114 Tangela          |Sketch |         - |          - |Sacred Fire |Autotomize |Baton Pass |Celebrate |Sing |          - |    - |           - |Lucky Chant |        - |          - |Focus Blast |Sludge |          - |Work Up |Refresh |        - |           - |Uproar |    - |Smog |Bubble Beam |         - |          - |Recover |Final Gambit |        - |    - |Sheer Cold |Mega Punch |         - |Punishment |    - |Low Kick |          - |         - |   - |Sky Uppercut |             - |          - |        - |        - |Bite |Nuzzle |     - |Gust |Dream Eater |Razor Leaf |         - |Fake Out |Magnitude |           - |      - |Spikes |Rain Dance |      - |               - |Charm |      - |Assurance |
115 Kangaskhan       |     - |Sky Attack |Earth Power |Sacred Fire |Autotomize |         - |Celebrate |Sing |          - |    - |           - |          - |        - |Water Sport |Focus Blast |     - |Power Trick |Work Up |      - |Nightmare |           - |Uproar |    - |Smog |Bubble Beam |         - |Shadow Ball |Recover |Final Gambit |Knock Off |    - |         - |         - |Rock Slide |         - |Trick |       - |          - |Pain Split |Howl |Sky Uppercut |Power-Up Punch |          - |        - |        - |   - |Nuzzle |     - |Gust |          - |Razor Leaf |         - |Fake Out |        - |Parting Shot |Flatter |Spikes |Rain Dance |      - |Electric Terrain |    - |      - |Assurance |
116 Horsea           |Sketch |Sky Attack |          - |          - |Autotomize |         - |        - |Sing |Lunar Dance |    - |Synchronoise |          - |Foul Play |          - |Focus Blast |     - |Power Trick |Work Up |Refresh |        - |Grass Pledge |     - |Mimic |Smog |Bubble Beam |Ion Deluge |          - |Recover |           - |Knock Off |Swift |Sheer Cold |Mega Punch |Rock Slide |Punishment |Trick |       - |          - |Pain Split |Howl |           - |             - |Karate Chop |        - |        - |Bite |Nuzzle |     - |   - |Dream Eater |         - |         - |       - |Magnitude |           - |      - |     - |         - |Chatter |Electric Terrain |    - |      - |Assurance |
117 Seadra           |Sketch |         - |Earth Power |          - |Autotomize |         - |Celebrate |Sing |          - |    - |           - |Lucky Chant |Foul Play |Water Sport |Focus Blast |Sludge |          - |      - |      - |Nightmare |           - |     - |Mimic |   - |          - |         - |Shadow Ball |      - |Final Gambit |        - |Swift |Sheer Cold |         - |         - |Punishment |Trick |       - |Fury Swipes |         - |   - |Sky Uppercut |Power-Up Punch |Karate Chop |        - |        - |Bite |     - |     - |Gust |          - |Razor Leaf |         - |       - |        - |           - |Flatter |Spikes |         - |Chatter |Electric Terrain |Charm |Revenge |        - |
